8,0
1,0
8,0
8,0
8,0
8,0
4,0
8,0
8,0
8,0
11,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
11,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
9,0
8,0
9,0
11,0
4,0
11,0
10,0
9,0
1,0
8,0
8,0
4,0
8,0
8,0
0,0
8,0
8,0
8,0
11,0
11,0
8,0
8,0
8,0
10,0
8,0
8,0
9,0
8,0
8,0
8,0
8,0
8,0
22,0
49,0
1,0
11,0
8,0
1,0
8,0
8,0
10,0
8,0
8,0
10,0
8,0
0,0
11,0
22,0
11,0
8,0
11,0
9,0
11,0
8,0
4,0
8,0
8,0
4,0
4,0
9,0
8,0
8,0
0,0
8,0
8,0
21,0
10,0
8,0
8,0
8,0
8,0
8,0
0,0
8,0
8,0
0,0
10,0
8,0
10,0
8,0
8,0
8,0
8,0
8,0
9,0
10,0
8,0
0,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
11,0
8,0
8,0
49,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
11,0
8,0
1,0
8,0
10,0
8,0
8,0
18,0
10,0
10,0
1,0
8,0
8,0
8,0
8,0
10,0
10,0
8,0
4,0
8,0
0,0
6,0
8,0
8,0
10,0
8,0
6,0
10,0
1,0
9,0
10,0
8,0
8,0
8,0
6,0
8,0
8,0
10,0
49,0
8,0
8,0
10,0
10,0
10,0
8,0
8,0
10,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
11,0
8,0
0,0
10,0
10,0
8,0
8,0
11,0
10,0
8,0
8,0
10,0
8,0
10,0
10,0
10,0
8,0
8,0
49,0
10,0
8,0
10,0
8,0
8,0
8,0
8,0
8,0
10,0
8,0
8,0
8,0
8,0
8,0
8,0
11,0
8,0
8,0
1,0
8,0
10,0
8,0
9,0
1,0
8,0
8,0
8,0
8,0
8,0
8,0
10,0
8,0
10,0
8,0
10,0
8,0
0,0
8,0
8,0
8,0
8,0
8,0
10,0
8,0
10,0
8,0
10,0
8,0
8,0
0,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
0,0
11,0
8,0
1,0
0,0
8,0
8,0
8,0
11,0
8,0
9,0
8,0
8,0
1,0
8,0
8,0
8,0
8,0
8,0
8,0
9,0
10,0
8,0
8,0
8,0
4,0
8,0
8,0
8,0
0,0
8,0
8,0
8,0
8,0
9,0
6,0
1,0
8,0
8,0
8,0
6,0
11,0
8,0
8,0
8,0
9,0
8,0
4,0
8,0
4,0
9,0
8,0
8,0
8,0
8,0
9,0
8,0
1,0
10,0
8,0
1,0
8,0
8,0
0,0
49,0
18,0
11,0
22,0
8,0
8,0
0,0
0,0
8,0
8,0
0,0
8,0
8,0
8,0
8,0
0,0
8,0
8,0
8,0
